[11:11:58] [main/INFO]: ModLauncher running: args [--username, Den_lille, --version, forge-47.3.33, --gameDir, C:\Users\Antoine\curseforge\minecraft\Instances\New Project, --assetsDir, C:\Users\Antoine\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 7ed56862d5bd49fa942d17b4a366804a, --accessToken, ????????, --clientId, NjZkYTA1MjctMjUyYi00YmRhLWE1MTAtODdiZWFhNGIzY2Uy, --xuid, 2535408021963911, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Antoine\curseforge\minecraft\Install\quickPlay\java\1747991516766.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.33, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:11:58] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/slow_falling/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/minecraft/long_slow_falling/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/iguanatweaksexpanded/regen_wither/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/item/iguanatweaksexpanded/recall/minecraft/dragon_breath/minecraft/splash_potion/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/potion/projectvibrantjourneys/glowcap/minecraft/potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/potion/minecraft/redstone/minecraft/potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/splash_potion/minecraft/redstone/minecraft/splash_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/lingering_potion/minecraft/redstone/minecraft/lingering_potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/potion/projectvibrantjourneys/glowing_blue_fungus/minecraft/potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/potion/legendarysurvivaloverhaul/sun_fern/minecraft/potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe emi:brewing/forge/minecraft/potion/legendarysurvivaloverhaul/ice_fern/minecraft/potion not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.minecraft.flowering_azalea not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.minecraft.flowering_azalea_leaves not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.immersive_weathering.flowering_azalea_leaf_pile not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.minecraft.azalea not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.minecraft.azalea_leaves not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe immersive_weathering:block.immersive_weathering.azalea_leaf_pile not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:speed not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:slowness not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:haste not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:mining_fatigue not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:strength not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:instant_health not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:instant_damage not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:jump_boost not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:nausea not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:regeneration not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:resistance not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:fire_resistance not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:water_breathing not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:invisibility not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:blindness not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:night_vision not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:hunger not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:weakness not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:poison not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:wither not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:health_boost not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:absorption not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:saturation not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:glowing not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:levitation not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:luck not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:unluck not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:slow_falling not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:conduit_power not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:dolphins_grace not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:bad_omen not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:hero_of_the_village not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe minecraft:darkness not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:swift_flight not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:bitten not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:despawner not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:timer not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:cardiac not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:sandstorm not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:explosive_launch not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:overtime not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:metamorphosis not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe enemyexpansion:morphlocked not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe farmersdelight:nourishment not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe farmersdelight:comfort not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe hordes:infected not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe hordes:immunity not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:movement_momentum not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:attack_momentum not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:mining_momentum not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:back_to_spawn not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksreborn:tired not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksreborn:energy_boost not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksreborn:block_reach not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksreborn:entity_reach not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksreborn:regenerating_absorption not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:thirst not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:frostbite not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:cold_hunger not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:heat_stroke not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:heat_thirst not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:cold_resist not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:heat_resist not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:hot_food not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:hot_drink not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:cold_food not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:cold_drink not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:painkiller not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:hard_falling not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:vulnerability not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe legendarysurvivaloverhaul:headache not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe luminous_monsters:hemorrhage not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe projectvibrantjourneys:sporadic_silence not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe ytech:abyss_walker not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe ytech:lions_heart not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe ytech:lucky_stone not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe ytech:venus_touch not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe ytech:wild_ride not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe yungscavebiomes:buffeted not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe yungscavebiomes:frost not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:charcoal_from_burning_logs not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:charcoal_layer_from_burning_logs not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:info_copper_powered_rail not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
[11:13:09] [Thread-28/ERROR]: [EMI] Recipe iguanatweaksexpanded:info_golden_powered_rail not present in recipe manager. Consider prefixing its path with '/' if it is synthetic.
